Arabic,Urdu,English
اَمۡ يَقُوۡلُوۡنَ افۡتَـرٰٮهُ​ ؕ قُلۡ فَاۡتُوۡا بِسُوۡرَةٍ مِّثۡلِهٖ وَادۡعُوۡا مَنِ اسۡتَطَعۡتُمۡ مِّنۡ دُوۡنِ اللّٰهِ اِنۡ كُنۡتُمۡ صٰدِقِيۡنَ,"کیا یہ لوگ کہتے ہیں کہ پیغمبرؐ نے اسے خود تصنیف کر لیا ہے؟ کہو، “اگر تم اپنے اس الزام میں سچّے ہو تو ایک سُورۃ اس جیسی تصنیف کر لاؤ اور ایک خدا کو چھوڑ کر جس جس کو بُلا سکتے ہو مدد کے لیے بُلا لو""","Do they say, ""He has fabricated it?"" Say, ""Bring me one chapter like it. Call on whom you may besides God to help you, if what you say be true!"""
بَلۡ كَذَّبُوۡا بِمَا لَمۡ يُحِيۡطُوۡا بِعِلۡمِهٖ وَلَمَّا يَاۡتِهِمۡ تَاۡوِيۡلُهٗ ​ؕ كَذٰلِكَ كَذَّبَ الَّذِيۡنَ مِنۡ قَبۡلِهِمۡ​ فَانْظُرۡ كَيۡفَ كَانَ عَاقِبَةُ الظّٰلِمِيۡنَ,اصل یہ ہے کہ جو چیز اِن کے علم کی گرفت میں نہیں آئی اور جس کا مآل بھی ان کے سامنے نہیں آیا، اُس کو اِنہوں نے (خوامخواہ اٹکل پچّو) جھٹلا دیا اِسی طرح تو ان سے پہلے کے لوگ بھی جھٹلا چکے ہیں پھر دیکھ لو اُن ظالموں کا کیا انجام ہُوا,"Indeed, they are denying something which they cannot comprehend; the reality not yet having dawned on them. Likewise those before them rejected the truth. But see what was the end of the wrongdoers."
وَ مِنۡهُمۡ مَّنۡ يُّؤۡمِنُ بِهٖ وَمِنۡهُمۡ مَّنۡ لَّا يُؤۡمِنُ بِهٖ​ؕ وَرَبُّكَ اَعۡلَمُ بِالۡمُفۡسِدِيۡنَ,اِن میں سے کچھ لوگ ایمان لائیں گے اور کچھ نہیں لائیں گے اور تیرا رب اُن مفسدوں کو خوب جانتا ہے,"Some of them will believe in it \[the Quran\], while others will not. And your Lord is fully aware of the evil-doers."
وَاِنۡ كَذَّبُوۡكَ فَقُلْ لِّىۡ عَمَلِىۡ وَلَـكُمۡ عَمَلُكُمۡ​ۚ اَنۡـتُمۡ بَرِيۡٓــُٔوۡنَ مِمَّاۤ اَعۡمَلُ وَاَنَا بَرِىۡٓءٌ مِّمَّا تَعۡمَلُوۡنَ,"اگر یہ تجھے جھٹلاتے ہیں تو کہہ دے کہ “میرا عمل میرے لیے ہے اور تمہارا عمل تمہارے لیے، جو کچھ میں کرتا ہوں اس کی ذمہ داری سے تم بَری ہو اور جو کچھ تم کر رہے ہو اس کی ذمہ داری سے میں بَری ہوں""","If they should reject you, say, ""My deeds are mine and your deeds are yours. You are not accountable for my actions, nor am I accountable for what you do."""
وَمِنۡهُمۡ مَّنۡ يَّسۡتَمِعُوۡنَ اِلَيۡكَ​ؕ اَفَاَنۡتَ تُسۡمِعُ الصُّمَّ وَلَوۡ كَانُوۡا لَا يَعۡقِلُوۡنَ,ان میں بہت سے لوگ ہیں جو تیری باتیں سنتے ہیں، مگر کیا تو بہروں کو سنائیگا خواہ وہ کچھ نہ سمجھتے ہوں؟,"Some of them appear to be listening to you; but can you make the deaf hear, incapable as they are of understanding?"
وَمِنۡهُمۡ مَّنۡ يَّنۡظُرُ اِلَيۡكَ​ ؕ اَفَاَنۡتَ تَهۡدِى الۡعُمۡىَ وَ لَوۡ كَانُوۡا لَا يُبۡصِرُوۡنَ,اِن میں بہت سے لوگ ہیں جو تجھے دیکھتے ہیں، مگر کیا تو اندھوں کو راہ بتائے گا خواہ انہیں کچھ نہ سُوجھتا ہو؟,"Some of them look fixedly at you; but can you make the blind see, bereft as they are of sight?"
اِنَّ اللّٰهَ لَا يَظۡلِمُ النَّاسَ شَيۡــًٔا وَّلٰـكِنَّ النَّاسَ اَنۡفُسَهُمۡ يَظۡلِمُوۡنَ,حقیقت یہ ہے کہ اللہ لوگوں پر ظلم نہیں کرتا، لوگ خود ہی اپنے اُوپر ظلم کرتے ہیں,"Surely, God does not wrong people at all, but people wrong themselves."
وَيَوۡمَ يَحۡشُرُهُمۡ كَاَنۡ لَّمۡ يَلۡبَثُوۡۤا اِلَّا سَاعَةً مِّنَ النَّهَارِ يَتَعَارَفُوۡنَ بَيۡنَهُمۡ​ؕ قَدۡ خَسِرَ الَّذِيۡنَ كَذَّبُوۡا بِلِقَآءِ اللّٰهِ وَمَا كَانُوۡا مُهۡتَدِيۡنَ,(آج یہ دُنیا کی زندگی میں مست ہیں) اور جس روز اللہ اِن کو اکٹھا کرے گا تو (یہی دُنیا کی زندگی اِنہیں ایسی محسُوس ہوگی) گویا یہ محض ایک گھڑی بھر آپس میں جان پہچان کرنے کو ٹھیرے تھے (اس وقت تحقیق ہو جائے گا کہ) فی الواقع سخت گھاٹے میں رہے وہ لوگ جنہوں نے اللہ کی ملاقات کو جھٹلایا اور ہرگز وہ راہِ راست پر نہ تھے,"And on the Day when He shall gather them together, it will seem to them as if they had not tarried in the world longer than an hour of a day. They will recognize one another; lost indeed will be those who considered it a lie that they were destined to meet God, and did not follow the right path."
وَاِمَّا نُرِيَـنَّكَ بَعۡضَ الَّذِىۡ نَعِدُهُمۡ اَوۡ نَـتَوَفَّيَنَّكَ فَاِلَيۡنَا مَرۡجِعُهُمۡ ثُمَّ اللّٰهُ شَهِيۡدٌ عَلٰى مَا يَفۡعَلُوۡنَ,جن بُرے نتائج سے ہم انہیں ڈرا رہے ہیں ان کا کوئی حصہ ہم تیرے جیتے جی دکھا دیں یا اس سے پہلے ہی تجھے اُٹھا لیں، بہرحال اِنہیں آنا ہماری ہی طرف ہے اور جو کچھ یہ کر رہے ہیں اس پر اللہ گواہ ہے,"Whether We show you something of what We have promised them or cause you to die \[before that\], to Us they shall return. God is Witness to all that they do."
وَلِكُلِّ اُمَّةٍ رَّسُوۡلٌ​ ۚ فَاِذَا جَآءَ رَسُوۡلُهُمۡ قُضِىَ بَيۡنَهُمۡ بِالۡقِسۡطِ وَهُمۡ لَا يُظۡلَمُوۡنَ,ہر امّت کے لیے ایک رسُول ہے پھر جب کسی امّت کے پاس اُس کا رسُول آ جاتا ہے تو اس کا فیصلہ پُورے انصاف کے ساتھ چکا دیا جاتا ہے اور اس پر ذرہ برابر ظلم نہیں کیا جاتا,"Every nation has a messenger. Once their messenger has come, judgement will be passed upon them in all fairness and they will not be wronged."
وَيَقُوۡلُوۡنَ مَتٰى هٰذَا الۡوَعۡدُ اِنۡ كُنۡتُمۡ صٰدِقِيۡنَ,کہتے ہیں اگر تمہاری یہ دھمکی سچّی ہے تو آخر یہ کب پُوری ہو گی؟,"They say, ""When will this promise come to pass -- if you speak the truth?"""
قُلْ لَّاۤ اَمۡلِكُ لِنَفۡسِىۡ ضَرًّا وَّلَا نَفۡعًا اِلَّا مَا شَآءَ اللّٰهُؕ لِكُلِّ اُمَّةٍ اَجَلٌ​ؕ اِذَا جَآءَ اَجَلُهُمۡ فَلَا يَسۡتَـاخِرُوۡنَ سَاعَةً​ وَّلَا يَسۡتَقۡدِمُوۡنَ,"کہو “میرے اختیار میں خود اپنا نفع و ضرر بھی نہیں، سب کچھ اللہ کی مشیّت پر موقوف ہے ہر امّت کے لیے مُہلت کی ایک مدّت ہے، جب یہ مدّت پُوری ہو جاتی ہے تو گھڑی بھر کی تقدیم و تاخیر بھی نہیں ہوتی""","Say, ""I have no control over any harm or benefit to myself, except by the will of God. For every people, however, there is an appointed term. When the end of their term arrives, they cannot postpone it for an hour, nor can they advance it."""
قُلۡ اَرَءَيۡتُمۡ اِنۡ اَتٰٮكُمۡ عَذَابُهٗ بَيَاتًا اَوۡ نَهَارًا مَّاذَا يَسۡتَعۡجِلُ مِنۡهُ الۡمُجۡرِمُوۡنَ,اِن سے کہو، کبھی تم نے یہ بھی سوچا کہ اگر اللہ کا عذاب اچانک رات کو یا دن کو آ جائے (تو تم کیا کر سکتے ہو؟) آخر یہ ایسی کونسی چیز ہے جس کے لیے مجرم جلدی مچائیں؟,"Say, ""If His punishment comes upon you in the dead of night, or by the light of day, how will the guilty escape it?"
اَثُمَّ اِذَا مَا وَقَعَ اٰمَنۡتُمۡ بِهٖؕ اٰۤلْــٴٰـنَ وَقَدۡ كُنۡتُمۡ بِهٖ تَسۡتَعۡجِلُوۡنَ,کیا جب وہ تم پر آ پڑے اسی وقت تم اسے مانو گے؟ اب بچنا چاہتے ہو؟ حالانکہ تم خود ہی اس کے جلدی آنے کا تقاضا کر رہے تھے!,"Will you believe in it only after it has overtaken you, although it was your wish to hurry it on?"""
ثُمَّ قِيۡلَ لِلَّذِيۡنَ ظَلَمُوۡا ذُوۡقُوۡا عَذَابَ الۡخُـلۡدِ​ۚ هَلۡ تُجۡزَوۡنَ اِلَّا بِمَا كُنۡتُمۡ تَكۡسِبُوۡنَ,پھر ظالموں سے کہا جائے گا کہ اب ہمیشہ کے عذاب کا مزا چکھو، جو کچھ تم کماتے رہے ہو اس کی پاداش کے سوا اور کیا بدلہ تم کو دیا جا سکتا ہے؟,"Then the evil-doers will be told, ""Taste the everlasting punishment. Have you not been rewarded according to your deeds?"""
وَيَسۡتَنۡۢبِـُٔوۡنَكَ اَحَقٌّ هُوَ​ ؕ قُلۡ اِىۡ وَرَبِّىۡۤ اِنَّهٗ لَحَقٌّ ​ؕ وَمَاۤ اَنۡتُمۡ بِمُعۡجِزِيۡنَ,"پھر پُوچھتے ہیں کیا واقعی یہ سچ ہے جو تم کہہ رہے ہو؟ کہو “میرے رب کی قسم، یہ بالکل سچ ہے اور تم اتنا بل بوتا نہیں رکھتے کہ اسے ظہُور میں آنے سے روک دو""","They enquire of you if this will really happen. Tell them, ""Yes, by my Lord. Most certainly it will happen, and you cannot avert it."""
وَلَوۡ اَنَّ لِكُلِّ نَفۡسٍ ظَلَمَتۡ مَا فِى الۡاَرۡضِ لَافۡتَدَتۡ بِهٖ​ؕ وَاَسَرُّوا النَّدَامَةَ لَمَّا رَاَوُا الۡعَذَابَ​ۚ وَقُضِىَ بَيۡنَهُمۡ بِالۡقِسۡطِ​ وَهُمۡ لَا يُظۡلَمُوۡنَ,اگر ہر اُس شخص کے پاس جس نے ظلم کیا ہے، رُوئے زمین کی دولت بھی ہو تو اُس عذاب سے بچنے کے لیے وہ اسے فدیہ میں دینے پر آمادہ ہو جائے گا جب یہ لوگ اس عذاب کو دیکھ لیں گے تو دل ہی دل میں پچھتائیں گے مگر ان کے درمیان پُورے انصاف سے فیصلہ کیا جائے گا کوئی ظلم ان پر نہ ہو گا,"If every wrongdoer possessed all that was on the earth, he would seek to ransom himself with it: when they see the punishment, they will repent in secret. But judgement will be passed upon them in all fairness, and they will not be wronged."
اَلَاۤ اِنَّ لِلّٰهِ مَا فِى السَّمٰوٰتِ وَالۡاَرۡضِؕ اَلَاۤ اِنَّ وَعۡدَ اللّٰهِ حَقٌّ وَّلٰـكِنَّ اَكۡثَرَهُمۡ لَا يَعۡلَمُوۡنَ,سنو! آسمانوں اور زمین میں جو کچھ ہے اللہ کا ہے سُن رکھو! اللہ کا وعدہ سچّا ہے مگر اکثر انسان جانتے نہیں ہیں,"Assuredly, everything that is in the heavens and on the earth belongs to God. Assuredly, God's promise is true. Yet most of them do not realize it."
هُوَ يُحۡىٖ وَيُمِيۡتُ وَاِلَيۡهِ تُرۡجَعُوۡنَ,وہی زندگی بخشتا ہے اور وہی موت دیتا ہے اور اسی کی طرف تم سب کو پلٹنا ہے,"He gives life and brings about death, and to Him you shall all return."
يٰۤاَيُّهَا النَّاسُ قَدۡ جَآءَتۡكُمۡ مَّوۡعِظَةٌ مِّنۡ رَّبِّكُمۡ وَشِفَآءٌ لِّمَا فِى الصُّدُوۡرِۙ وَهُدًى وَّرَحۡمَةٌ لِّـلۡمُؤۡمِنِيۡنَ,لوگو! تمہارے پاس تمہارے رب کی طرف سے نصیحت آ گئی ہے یہ وہ چیز ہے جو دلوں کے امراض کی شفا ہے اور جو اسے قبول کر لیں ان کے لیے رہنمائی اور رحمت ہے,"O mankind! There has come to you an admonition from your Lord, a cure for what is in the hearts, and a guide and a blessing to true believers."
قُلۡ بِفَضۡلِ اللّٰهِ وَبِرَحۡمَتِهٖ فَبِذٰلِكَ فَلۡيَـفۡرَحُوۡا ؕ هُوَ خَيۡرٌ مِّمَّا يَجۡمَعُوۡنَ,"اے نبیؐ، کہو کہ “یہ اللہ کا فضل اور اس کی مہربانی ہے کہ یہ چیز اس نے بھیجی، اس پر تو لوگوں کو خوشی منانی چاہیے، یہ اُن سب چیزوں سے بہتر ہے جنہیں لوگ سمیٹ رہے ہیں""","Say, ""In the grace and mercy of God let them rejoice, for these are better than the worldly riches which they hoard."""
قُلۡ اَرَءَيۡتُمۡ مَّاۤ اَنۡزَلَ اللّٰهُ لَـكُمۡ مِّنۡ رِّزۡقٍ فَجَعَلۡتُمۡ مِّنۡهُ حَرَامًا وَّحَلٰلًا ؕ قُلۡ آٰللّٰهُ اَذِنَ لَـكُمۡ​ اَمۡ عَلَى اللّٰهِ تَفۡتَرُوۡنَ,"اے نبیؐ، ان سے کہو “تم لوگوں نے کبھی یہ بھی سوچا ہے کہ جو رزق اللہ نے تمہارے لیے اتارا تھا اس میں سے تم نے خود ہی کسی کو حرام اور کسی کو حلال ٹھیرا لیا!"" اِن سے پوچھو، اللہ نے تم کو اس کی اجازت دی تھی؟ یا تم اللہ پر افترا کر رہے ہو؟","Say, ""Have you considered the provision God has sent down for you, and have you made some of it unlawful and some lawful?"" Say, ""Has God given you permission \[to do this\], or are you inventing falsehoods about God?"""
وَمَا ظَنُّ الَّذِيۡنَ يَفۡتَرُوۡنَ عَلَى اللّٰهِ الۡكَذِبَ يَوۡمَ الۡقِيٰمَةِ​ؕ اِنَّ اللّٰهَ لَذُوۡ فَضۡلٍ عَلَى النَّاسِ وَلٰـكِنَّ اَكۡثَرَهُمۡ لَا يَشۡكُرُوۡنَ ﻿﻿,جو لوگ اللہ پر یہ جھوٹا افترا باندھتے ہیں ان کا کیا گمان ہے کہ قیامت کے روز ان سے کیا معاملہ ہو گا؟ اللہ تو لوگوں پر مہربانی کی نظر رکھتا ہے مگر اکثر انسان ایسے ہیں جو شکر نہیں کرتے,"What will they think, those who invent falsehoods about God, on the Day of Resurrection? God is bountiful to men: yet most of them are not grateful."
وَمَا تَكُوۡنُ فِىۡ شَاۡنٍ وَّمَا تَتۡلُوۡا مِنۡهُ مِنۡ قُرۡاٰنٍ وَّلَا تَعۡمَلُوۡنَ مِنۡ عَمَلٍ اِلَّا كُنَّا عَلَيۡكُمۡ شُهُوۡدًا اِذۡ تُفِيۡضُوۡنَ فِيۡهِ​ؕ وَمَا يَعۡزُبُ عَنۡ رَّبِّكَ مِنۡ مِّثۡقَالِ ذَرَّةٍ فِى الۡاَرۡضِ وَلَا فِى السَّمَآءِ وَلَاۤ اَصۡغَرَ مِنۡ ذٰ لِكَ وَلَاۤ اَكۡبَرَ اِلَّا فِىۡ كِتٰبٍ مُّبِيۡنٍ,اے نبیؐ، تم جس حال میں بھی ہوتے ہو اور قرآن میں سے جو کچھ بھی سُناتے ہو، اور لوگو، تم بھی جو کچھ کرتے ہو اُس سب کے دوران میں ہم تم کو دیکھتے رہتے ہیں کوئی ذرہ برابر چیز آسمان اور زمین میں ایسی نہیں ہے، نہ چھوٹی نہ بڑی، جو تیرے رب کی نظر سے پوشیدہ ہو اور ایک صاف دفتر میں درج نہ ہو,"In whatever activity you may be engaged, and whichever part of the Quran you recite, and whatever deed you do, We are witness to it when you are engaged in it. Not the smallest particle on the earth or in heaven is hidden from your Lord; and there is nothing smaller or bigger but is recorded in a clear Book."
